call_type, caller_msisdn, receiver_msisdn, start_time, end_time
02, 79991113355, 79998880022, 2025-04-30T03:42:00, 2025-04-30T04:40:00
01, 79998880022, 79991113355, 2025-04-30T03:42:00, 2025-04-30T04:40:00
02, 79991112244, 79901113366, 2025-04-30T04:13:00, 2025-04-30T04:55:00
01, 79901113366, 79991112244, 2025-04-30T04:13:00, 2025-04-30T04:55:00
02, 79908880033, 79990001133, 2025-04-30T04:38:00, 2025-04-30T05:01:00
01, 79990001133, 79908880033, 2025-04-30T04:38:00, 2025-04-30T05:01:00
01, 79908880033, 79993335577, 2025-04-30T04:38:00, 2025-04-30T04:53:00
02, 79993335577, 79908880033, 2025-04-30T04:38:00, 2025-04-30T04:53:00
01, 79901113366, 79993335577, 2025-04-30T04:38:00, 2025-04-30T04:51:00
02, 79993335577, 79901113366, 2025-04-30T04:38:00, 2025-04-30T04:51:00
