call_type, caller_msisdn, receiver_msisdn, start_time, end_time
01, 79901113366, 79906667799, 2025-04-30T02:35:00, 2025-04-30T03:09:00
02, 79906667799, 79901113366, 2025-04-30T02:35:00, 2025-04-30T03:09:00
02, 79902224477, 79909990022, 2025-04-30T02:51:00, 2025-04-30T03:25:00
01, 79909990022, 79902224477, 2025-04-30T02:51:00, 2025-04-30T03:25:00
02, 79907778800, 79992223355, 2025-04-30T03:31:00, 2025-04-30T04:10:00
01, 79992223355, 79907778800, 2025-04-30T03:31:00, 2025-04-30T04:10:00
01, 79907778800, 79994445577, 2025-04-30T03:31:00, 2025-04-30T04:21:00
02, 79994445577, 79907778800, 2025-04-30T03:31:00, 2025-04-30T04:21:00
01, 79991112244, 79907778800, 2025-04-30T03:31:00, 2025-04-30T04:16:00
02, 79907778800, 79991112244, 2025-04-30T03:31:00, 2025-04-30T04:16:00
